mode	type	object	size	path	source_commit	license_state	reuse_policy
100644	blob	1a0e2a9043744f8b25b6a70818df77c7bcbc87ed	467	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/classDiagram-OUVF2IWQ-DXeeDEF7.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	1a0e2a9043744f8b25b6a70818df77c7bcbc87ed	467	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/classDiagram-v2-EOCWNBFH-DXeeDEF7.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	e5e697d11b111bcac5ff06e0da462438c0e75c4c	13118	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/clay-CXmF7QZG.png	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	ea3f5d531410509725ca4ae0f463cd8d51cd580c	571490	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/compact-C8-lyxgK.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	9e42df096e6be0451ccbdd86abd0d56bf8450ec6	23695	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/connector-card-Cbe3rSk-.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	9fe480ed0e32ecd854ccd320d814fcb74ac39e88	81702	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/cose-bilkent-JH36ORCC-AITB2DKF.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	c0c9d539050bfadded4d58e78eb771cdbab621a4	124084	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/cursor-icons-16-f_W_ogc-.woff2	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	ece317f1345ac7be4b55b3ef9de2451968e40b8f	688128	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/cynefin-VYW2F7L2-BH25_EHR.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	6bf8abe699e27fc959fade51d8c395efedcfcef8	10097	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/cynefinDiagram-TSTJHNR4-byHnfdoO.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	6c14c5f9ad1c898e1d2a4638f12757fa396f997f	441802	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/cytoscape.esm-DH6-wILU.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	e2e9ee212ca53095f3df075c2354132a8b60d697	8567	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/dagre-VKFMJZFB-RtDtgv7l.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	1739286728af78d58f25985f2728933fc0ffca39	14342	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/databricks-NEF0SRYx.png	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	c0818353550590dbe0699ff56a4fd363ee475a22	4547	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/defaultLocale-C4B-KCzX.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	342525abdd7c5d92062cf1357d3549da72066575	97170	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/demo-computer-wallpaper-BO7Ye4dV.jpg	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	0bcd9cbfb2e43b0427d2f0e3bf78761d79a1ad54	10716	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/diagram-FQU43EPY-bquXIoaU.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	95f0277e59000c3360a51adec415b32a6ef42c09	15957	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/diagram-G47NLZAW-ByV5vxOz.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	9b49ed4779986374fda6020b3d9f56bc41b075a3	4211	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/diagram-NH7WQ7WH-Pi1pwzxt.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	4e17cb358eb3168259effc77d228a8bd4d0b490d	8334	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/diagram-OA4YK3LP-BmYBACcU.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	e4c993d0887ea4fe40a00c652ac65c14936ccae5	5925	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/diagram-WEI45ONY-SJ0NBrqo.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	bfa980948facf3ce629a6bb43e989372f3893643	13562	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/dijkstra-ByucqRsn.svg	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	f84cf42a01a6373060a2cd60bf70365d3170e0a4	2005	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/ebnfDiagram-CCIWWBDH-Dra5kWnv.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	ab1fa8fd86f2077486371f05fa0f9a0784214272	170339	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/emojibase-Bc-csq5x.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	a17ec8980b1169cef08020a44516a2e4e59e040e	27099	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/erDiagram-Q63AITRT-B2qQvEdM.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	7c6f4bfff9fb84a0290f5914ff8c9be8980f2092	60717	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/flowDiagram-23GEKE2U-CGL1fVxS.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	c727b72f69c4b08c1661d03a01603d03cae0cc31	69718	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/ganttDiagram-NO4QXBWP-Dc7tEpJO.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	cdb56cd934a03a6ad5cd613da8a14c9ac24f528e	29417	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/gitGraphDiagram-IHSO6WYX-CviBW3K6.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	3bee9f7074e61850cdd2e92850396253dfdefe28	23924	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/graph-BvS0Xx32.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	ebac16c6406a5e88f5e0be85767c09d54027f18b	26362	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/green-CPliirpZ.svg	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	ebe072d85aa3215a84618b27905eda33f253e3c5	47901	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/iamcal-CEyh6ide.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	97a05fc904c02fe77e195c9ea0654215728ea7fc	500433	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/index-Bbv9rRZD.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	f00d378a85c2aa7dc304f3c25f0a6261812dd819	5949951	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/index-CphCyQnY.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	60e398c19587b9c3618238742f3a27881a560f7e	942131	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/index-DHPde1ih.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	5bee817733dcfc83da86ddbe3bee295b403cbaaf	544329	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/index-DTIy1z2L.css	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	e55307fd5d092daa27285d254f08e8d654b41c62	56011	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/index-SAS0YhHx.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	f66ce3a5c5cf94b23c8c79f91d7633b817bc807d	51318	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/index-d9mfdYoh.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	6801300d1c89d6a761851a282fb72caac7a57721	587	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/infoDiagram-FWYZ7A6U-DNjWs1wf.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	d44de94168e3af7f023afd933dae034f6a369d97	147	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/init-Gi6I4Gst.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	6587962c19e872e3d39370624d248c593b63307e	17470	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/ishikawaDiagram-FXEZZL3T-B2f5s3tO.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	3e672bd6d30f9ffe8e1f9b5131f62f8f452a0d36	23570	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/journeyDiagram-5HDEW3XC-BDodXlVD.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	3bcdc82f8494cf37777a7396118a0e4f35898faa	20295	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/kanban-definition-HUTT4EX6-DaFyt0Bz.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	f55cd0444115b933e99a1c585d3892eda9c1b2bc	259053	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/katex-DHMw6HUq.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	4aea8a9ead8b092c2b81b91ea4e8afd71df21ffc	30997	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/layout-D4ui-CWC.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	c0e18032c1604b2d8ba0907b7d4c4957ade62444	5661	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/linear-BakibHjC.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	1d5c72a28ca6a8c3551b1a7c948b60a2d0f8dcd1	12584	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/liskov-Dv8NTl2H.svg	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	111c5df41b378d12097365e63c96063237125b6b	5487	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/mailchimp-AFHOmIeb.svg	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	70e2a4da862cc8177f1a593e91a01c2bea6bbae6	5070	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/map-7eTsl7HP.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	f6cd780f5985555205f9c03d63351917e8082ba9	16446	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/matsumoto-BhfXuVQX.svg	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	7de51109ece1041c60a62ce0e77aca4db36b8d40	617807	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/mermaid.core-CIQNzUMj.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	80e6f0808861149704ab2a2f3117dc0136823411	5892	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/messages-ByIkiGdI.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	631b7fb8d5c3149634b627abba092221b7464ecb	23452	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/mindmap-definition-LN4V7U3C-CvX-TtOk.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	628219eeeb159fb99d3870895272ae87206bf5e0	8968	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/nooks-Da6AC940.png	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
