status_source_to_main	path	previous_path	domain	decision
D	.DS_Store		repository-other	SOURCE_BETTER_REVIEW
A	.agent/skills/fabushi-project-governance/SKILL.md		agent-plugin-governance	MAIN_HAS
A	.agent/skills/fabushi-project-governance/agents/openai.yaml		agent-plugin-governance	MAIN_HAS
A	.agent/skills/fabushi-project-governance/references/project-folder-standard.md		agent-plugin-governance	MAIN_HAS
A	.agent/skills/fabushi-project-governance/references/task-lifecycle.md		agent-plugin-governance	MAIN_HAS
M	.github/BRANCH_PROTECTION.md		documentation	MAIN_SUPERSEDES_REVIEW
A	.github/scripts/assert-auth-entry-flow.py		identity-auth	MAIN_HAS
A	.github/scripts/assert-bot-mark-motion.py		ci-cd-validation	MAIN_HAS
M	.github/scripts/assert-electron-feature-host-bridge.sh		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
A	.github/scripts/assert-fabushi-desktop-architecture.py		ci-cd-validation	MAIN_HAS
D	.github/scripts/assert-grok-bot-electron-migration.py		ci-cd-validation	SOURCE_BETTER_REVIEW
A	.github/scripts/assert-native-capability-semantics.py		ci-cd-validation	MAIN_HAS
A	.github/scripts/assert-native-desktop-edge-parity.py		ci-cd-validation	MAIN_HAS
M	.github/scripts/assert-native-electron-canonical.sh		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
A	.github/scripts/assert-product-ui-contracts.py		ci-cd-validation	MAIN_HAS
D	.github/scripts/assert-tauri-canonical.sh		ci-cd-validation	SOURCE_BETTER_REVIEW
A	.github/scripts/assert-worker-security-secrets.sh		ci-cd-validation	MAIN_HAS
D	.github/scripts/build-desktop-cli.sh		ci-cd-validation	SOURCE_BETTER_REVIEW
D	.github/scripts/build-mahayana-desktop-bundle.sh		ci-cd-validation	SOURCE_BETTER_REVIEW
A	.github/scripts/build-offline-asr-engine.mjs		offline-asr	MAIN_HAS
M	.github/scripts/check-publish-cd-release.sh		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
A	.github/scripts/deploy-auth-provider-bridge.sh		identity-auth	MAIN_HAS
D	.github/scripts/fix-macos-bundled-dylibs.sh		ci-cd-validation	SOURCE_BETTER_REVIEW
A	.github/scripts/install-electron-macos-hot-update.sh		ci-cd-validation	MAIN_HAS
D	.github/scripts/native-install-smoke.sh		ci-cd-validation	SOURCE_BETTER_REVIEW
D	.github/scripts/package-desktop-linux.sh		ci-cd-validation	SOURCE_BETTER_REVIEW
M	.github/scripts/prepare-development-wrangler.py		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
A	.github/scripts/refactor-platform-worker-phase3.py		ci-cd-validation	MAIN_HAS
M	.github/scripts/run-wrangler-d1-migrations.sh		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
A	.github/scripts/upload-app-store-connect.sh		ci-cd-validation	MAIN_HAS
D	.github/scripts/upload-macos-app-store.sh		ci-cd-validation	SOURCE_BETTER_REVIEW
D	.github/scripts/upload-tauri-macos-app-store.sh		ci-cd-validation	SOURCE_BETTER_REVIEW
A	.github/workflows/apple-store-delivery.yml		ci-cd-validation	MAIN_HAS
A	.github/workflows/auth-config-diagnostic.yml		identity-auth	MAIN_HAS
M	.github/workflows/automerge.yml		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
M	.github/workflows/ci.yml		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
A	.github/workflows/computer-control-security.yml		computer-control	MAIN_HAS
M	.github/workflows/deploy-production.yml		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
M	.github/workflows/electron-desktop.yml		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
A	.github/workflows/electron-macos-hot-package.yml		ci-cd-validation	MAIN_HAS
A	.github/workflows/fabushi-pay-production.yml		ci-cd-validation	MAIN_HAS
M	.github/workflows/global-dharma-rust.yml		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
A	.github/workflows/google-play-delivery.yml		ci-cd-validation	MAIN_HAS
M	.github/workflows/mahayana-fast-checks.yml		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
A	.github/workflows/mahayana-staging-auth-repair.yml		identity-auth	MAIN_HAS
A	.github/workflows/messaging-product-gate.yml		ci-cd-validation	MAIN_HAS
A	.github/workflows/messaging-rust.yml		ci-cd-validation	MAIN_HAS
D	.github/workflows/migration-surface-contract.yml		ci-cd-validation	SOURCE_BETTER_REVIEW
D	.github/workflows/mobile-tauri.yml		ci-cd-validation	SOURCE_BETTER_REVIEW
M	.github/workflows/native-electron-release.yml		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
A	.github/workflows/native-mobile-catchall.yml		ci-cd-validation	MAIN_HAS
M	.github/workflows/native-mobile.yml		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
A	.github/workflows/platform-control-plane.yml		ci-cd-validation	MAIN_HAS
A	.github/workflows/platform-worker-refactor-phase3.yml		ci-cd-validation	MAIN_HAS
A	.github/workflows/project-portfolio-governance.yml		ci-cd-validation	MAIN_HAS
D	.github/workflows/tauri-host-fast-checks.yml		ci-cd-validation	SOURCE_BETTER_REVIEW
D	.github/workflows/tauri-macos-app-store.yml		ci-cd-validation	SOURCE_BETTER_REVIEW
D	.github/workflows/tauri-macos-package.yml		ci-cd-validation	SOURCE_BETTER_REVIEW
M	.github/workflows/telegram-rust.yml		ci-cd-validation	MAIN_SUPERSEDES_REVIEW
A	.github/workflows/worker-security-config-gate.yml		ci-cd-validation	MAIN_HAS
M	.gitignore		repository-other	MAIN_SUPERSEDES_REVIEW
D	.gitmodules		repository-other	SOURCE_BETTER_REVIEW
M	AGENTS.md		documentation	MAIN_SUPERSEDES_REVIEW
M	ai-backend/package-lock.json		ai-backend	MAIN_SUPERSEDES_REVIEW
M	ai-backend/package.json		ai-backend	MAIN_SUPERSEDES_REVIEW
A	ai-backend/src/secure-entry.js		ai-backend	MAIN_HAS
M	ai-backend/src/server.js		ai-backend	MAIN_SUPERSEDES_REVIEW
A	ai-backend/test/collaboration_api.test.js		messaging-collaboration	MAIN_HAS
A	ai-backend/test/egress_api.test.js		ai-backend	MAIN_HAS
A	ai-backend/test/profile_feedback_api.test.js		ai-backend	MAIN_HAS
M	app-version.json		repository-other	MAIN_SUPERSEDES_REVIEW
D	apps/fabushi-tauri/src-tauri/Cargo.functional-e2e.toml		retired-client	DEPRECATE
D	apps/fabushi-tauri/src-tauri/Cargo.toml		retired-client	DEPRECATE
D	apps/fabushi-tauri/src-tauri/build.rs		retired-client	DEPRECATE
D	apps/fabushi-tauri/src-tauri/capabilities/default.json		retired-client	DEPRECATE
D	apps/fabushi-tauri/src-tauri/icons/icon.png		retired-client	DEPRECATE
D	apps/fabushi-tauri/src-tauri/src/e2e.rs		retired-client	DEPRECATE
D	apps/fabushi-tauri/src-tauri/src/lib.rs		retired-client	DEPRECATE
D	apps/fabushi-tauri/src-tauri/src/main.rs		retired-client	DEPRECATE
D	apps/fabushi-tauri/src-tauri/tauri.app-store.conf.json		retired-client	DEPRECATE
D	apps/fabushi-tauri/src-tauri/tauri.conf.json		retired-client	DEPRECATE
D	apps/fabushi-tauri/src-tauri/tauri.functional.conf.json		retired-client	DEPRECATE
D	apps/fabushi-tauri/src-tauri/tauri.package.conf.json		retired-client	DEPRECATE
M	chatgpt-vps-control/package.json		messaging-collaboration	MAIN_SUPERSEDES_REVIEW
A	chatgpt-vps-control/secure-entry.js		messaging-collaboration	MAIN_HAS
A	chatgpt-vps-control/security-gate.mjs		messaging-collaboration	MAIN_HAS
D	contracts/automation/grok-bot-electron-migration.json		grok-derived-runtime	DEPRECATE_OR_REWRITE
D	contracts/migration/legacy-surface.json		repository-other	SOURCE_BETTER_REVIEW
A	desktop/e2e/messenger.spec.ts		desktop-e2e	MAIN_HAS
M	desktop/e2e/smoke.spec.ts		desktop-e2e	MAIN_SUPERSEDES_REVIEW
A	desktop/e2e/surfaces.spec.ts		desktop-e2e	MAIN_HAS
A	desktop/electron/edge-ipc.cjs		electron-runtime	MAIN_HAS
M	desktop/electron/host-process.cjs		electron-runtime	MAIN_SUPERSEDES_REVIEW
A	desktop/electron/mahayana-edge.cjs		electron-runtime	MAIN_HAS
M	desktop/electron/main.cjs		electron-runtime	MAIN_SUPERSEDES_REVIEW
A	desktop/electron/messaging-signaling-client.cjs		electron-runtime	MAIN_HAS
A	desktop/electron/messaging-signaling-client.test.cjs		electron-runtime	MAIN_HAS
A	desktop/electron/native-capability-handlers.cjs		electron-runtime	MAIN_HAS
A	desktop/electron/native-edge.cjs		electron-runtime	MAIN_HAS
A	desktop/electron/offline-asr-engine.json		electron-runtime	MAIN_HAS
A	desktop/electron/offline-asr.cjs		electron-runtime	MAIN_HAS
A	desktop/electron/offline-asr.test.cjs		electron-runtime	MAIN_HAS
M	desktop/electron/preload.cjs		electron-runtime	MAIN_SUPERSEDES_REVIEW
M	desktop/package-lock.json		repository-other	MAIN_SUPERSEDES_REVIEW
M	desktop/package.json		repository-other	MAIN_SUPERSEDES_REVIEW
M	desktop/playwright.config.ts		repository-other	MAIN_SUPERSEDES_REVIEW
R063	desktop/resources/mas/entitlements.mas.inherit.plist	apps/fabushi-tauri/src-tauri/AppStore.entitlements	repository-other	MIGRATE_REWRITE_REVIEW
A	desktop/resources/mas/entitlements.mas.plist		repository-other	MAIN_HAS
A	desktop/src/edge/contracts/native-capabilities.ts		desktop-renderer	MAIN_HAS
A	desktop/src/edge/ipc.ts		desktop-renderer	MAIN_HAS
M	desktop/src/main.tsx		desktop-renderer	MAIN_SUPERSEDES_REVIEW
A	desktop/src/messaging-shell-v2.module.css		desktop-renderer	MAIN_HAS
A	desktop/src/messaging-shell-v2.tsx		desktop-renderer	MAIN_HAS
A	desktop/src/messaging-shell.module.css		desktop-renderer	MAIN_HAS
A	desktop/src/selfhosted-messaging-client-v2.ts		desktop-renderer	MAIN_HAS
A	desktop/src/webrtc-call-controller.ts		desktop-renderer	MAIN_HAS
A	docs/fabushi-pay-rust.md		documentation	MAIN_HAS
D	docs/grok-bot-migration.md		grok-derived-runtime	DEPRECATE_OR_REWRITE
A	docs/mahayana-sovereign-kernel.md		documentation	MAIN_HAS
D	fabushi/.github/workflows/sync_video_feed.yml		repository-other	SOURCE_BETTER_REVIEW
M	fabushi/.gitignore		repository-other	MAIN_SUPERSEDES_REVIEW
D	fabushi/.metadata		repository-other	SOURCE_BETTER_REVIEW
D	fabushi/LEGACY_FLUTTER_RETIRED.md		documentation	SOURCE_BETTER_REVIEW
D	fabushi/analysis_options.yaml		repository-other	SOURCE_BETTER_REVIEW
D	fabushi/android/.gitignore		retired-client	DEPRECATE
D	fabushi/android/app/build.gradle.kts		retired-client	DEPRECATE
D	fabushi/android/app/fabushi-release-key.jks.bak		retired-client	DEPRECATE
D	fabushi/android/app/google-services.json		retired-client	DEPRECATE
D	fabushi/android/app/src/androidTest/java/com/ombhrum/fabushi/MainActivityTest.java		retired-client	DEPRECATE
D	fabushi/android/app/src/debug/AndroidManifest.xml		retired-client	DEPRECATE
D	fabushi/android/app/src/main/AndroidManifest.xml		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/arm64-v8a/libc++_shared.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/arm64-v8a/libggml-base.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/arm64-v8a/libggml-cpu.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/arm64-v8a/libggml.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/arm64-v8a/libllama.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/arm64-v8a/libmtmd.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/armeabi-v7a/libc++_shared.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/x86/libc++_shared.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/x86_64/libc++_shared.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/x86_64/libggml-base.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/x86_64/libggml-cpu.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/x86_64/libggml.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/x86_64/libllama.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/jniLibs/x86_64/libmtmd.so		retired-client	DEPRECATE
D	fabushi/android/app/src/main/kotlin/com/example/global_dharma_sharing/MainActivity.kt		retired-client	DEPRECATE
D	fabushi/android/app/src/main/kotlin/com/ombhrum/fabushi/BootReceiver.kt		retired-client	DEPRECATE
D	fabushi/android/app/src/main/kotlin/com/ombhrum/fabushi/MainActivity.kt		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/drawable-hdpi/ic_launcher_foreground.png		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/drawable-mdpi/ic_launcher_foreground.png		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/drawable-v21/launch_background.xml		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/drawable-xhdpi/ic_launcher_foreground.png		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/drawable-xxhdpi/ic_launcher_foreground.png		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/drawable-xxxhdpi/ic_launcher_foreground.png		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/drawable/launch_background.xml		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/mipmap-hdpi/ic_launcher.png		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/mipmap-mdpi/ic_launcher.png		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/mipmap-xhdpi/ic_launcher.png		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/values-night/styles.xml		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/values/colors.xml		retired-client	DEPRECATE
D	fabushi/android/app/src/main/res/values/styles.xml		retired-client	DEPRECATE
D	fabushi/android/app/src/profile/AndroidManifest.xml		retired-client	DEPRECATE
D	fabushi/android/build.gradle.kts		retired-client	DEPRECATE
D	fabushi/android/build_telegram_runtime.sh		retired-client	DEPRECATE
D	fabushi/android/gradle.properties		retired-client	DEPRECATE
D	fabushi/android/gradle/wrapper/gradle-wrapper.properties		retired-client	DEPRECATE
D	fabushi/android/settings.gradle.kts		retired-client	DEPRECATE
D	fabushi/devtools_options.yaml		repository-other	SOURCE_BETTER_REVIEW
D	fabushi/docs/LEADERBOARD_FIX.md		documentation	SOURCE_BETTER_REVIEW
D	fabushi/docs/LEADERBOARD_FIX_COMPLETE.md		documentation	SOURCE_BETTER_REVIEW
A	fabushi/docs/architecture/PLATFORM_CORE_V3.md		documentation	MAIN_HAS
M	fabushi/e2e/tests/host-fast-user-journey.spec.ts		tests	MAIN_SUPERSEDES_REVIEW
D	fabushi/flutter_config.yaml		repository-other	SOURCE_BETTER_REVIEW
D	fabushi/flutter_launcher_icons.yaml		repository-other	SOURCE_BETTER_REVIEW
D	fabushi/fonts/NotoSansSC-Bold.otf		asset	SOURCE_BETTER_REVIEW
D	fabushi/fonts/NotoSansSC-Regular.otf		asset	SOURCE_BETTER_REVIEW
D	fabushi/fonts/NotoSerifSC-Bold.otf		asset	SOURCE_BETTER_REVIEW
D	fabushi/fonts/NotoSerifSC-Regular.otf		asset	SOURCE_BETTER_REVIEW
D	fabushi/fonts/subset/NotoSansSC-Bold-subset.woff2		asset	SOURCE_BETTER_REVIEW
D	fabushi/fonts/subset/NotoSansSC-Regular-subset.woff2		asset	SOURCE_BETTER_REVIEW
D	fabushi/fonts/subset/NotoSerifSC-Bold-subset.woff2		asset	SOURCE_BETTER_REVIEW
D	fabushi/fonts/subset/NotoSerifSC-Regular-subset.woff2		asset	SOURCE_BETTER_REVIEW
D	fabushi/integration_test/home_send_real_device_test.dart		repository-other	SOURCE_BETTER_REVIEW
D	fabushi/integration_test/store_screenshots_test.dart		repository-other	SOURCE_BETTER_REVIEW
D	fabushi/ios/.gitignore		retired-client	DEPRECATE
D	fabushi/ios/Flutter/AppFrameworkInfo.plist		retired-client	DEPRECATE
D	fabushi/ios/Flutter/Debug.xcconfig		retired-client	DEPRECATE
D	fabushi/ios/Flutter/Profile.xcconfig		retired-client	DEPRECATE
D	fabushi/ios/Flutter/Release.xcconfig		retired-client	DEPRECATE
D	fabushi/ios/Podfile		retired-client	DEPRECATE
D	fabushi/ios/Podfile.lock		retired-client	DEPRECATE
D	fabushi/ios/Runner.xcodeproj/project.pbxproj		retired-client	DEPRECATE
D	fabushi/ios/Runner.xcodeproj/project.xcworkspace/contents.xcworkspacedata		retired-client	DEPRECATE
D	fabushi/ios/Runner.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist		retired-client	DEPRECATE
D	fabushi/ios/Runner.xcodeproj/project.xcworkspace/xcshareddata/WorkspaceSettings.xcsettings		retired-client	DEPRECATE
D	fabushi/ios/Runner.xcodeproj/xcshareddata/xcschemes/Runner.xcscheme		retired-client	DEPRECATE
D	fabushi/ios/Runner.xcworkspace/contents.xcworkspacedata		retired-client	DEPRECATE
D	fabushi/ios/Runner.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist		retired-client	DEPRECATE
D	fabushi/ios/Runner.xcworkspace/xcshareddata/WorkspaceSettings.xcsettings		retired-client	DEPRECATE
D	fabushi/ios/Runner/AppDelegate.swift		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-1024x1024@1x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-20x20@1x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-20x20@2x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-20x20@3x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-29x29@1x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-29x29@2x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-29x29@3x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-40x40@1x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-40x40@2x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-40x40@3x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-50x50@1x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-50x50@2x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-57x57@1x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-57x57@2x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-60x60@2x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-60x60@3x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-72x72@1x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-72x72@2x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-76x76@1x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-76x76@2x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-83.5x83.5@2x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/LaunchImage.imageset/LaunchImage.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/LaunchImage.imageset/LaunchImage@2x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/LaunchImage.imageset/LaunchImage@3x.png		retired-client	DEPRECATE
D	fabushi/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md		retired-client	DEPRECATE
D	fabushi/ios/Runner/Base.lproj/LaunchScreen.storyboard		retired-client	DEPRECATE
D	fabushi/ios/Runner/Base.lproj/Main.storyboard		retired-client	DEPRECATE
D	fabushi/ios/Runner/Configuration.storekit		retired-client	DEPRECATE
D	fabushi/ios/Runner/GoogleService-Info.plist		retired-client	DEPRECATE
D	fabushi/ios/Runner/Info.plist		retired-client	DEPRECATE
D	fabushi/ios/Runner/Libs/ggml-metal.metal		retired-client	DEPRECATE
D	fabushi/ios/Runner/Libs/libggml-base.a		retired-client	DEPRECATE
D	fabushi/ios/Runner/Libs/libggml-blas.a		retired-client	DEPRECATE
D	fabushi/ios/Runner/Libs/libggml-cpu.a		retired-client	DEPRECATE
D	fabushi/ios/Runner/Libs/libggml-metal.a		retired-client	DEPRECATE
D	fabushi/ios/Runner/Libs/libggml.a		retired-client	DEPRECATE
D	fabushi/ios/Runner/Libs/libllama.a		retired-client	DEPRECATE
D	fabushi/ios/Runner/Runner-Bridging-Header.h		retired-client	DEPRECATE
D	fabushi/ios/Runner/Runner.entitlements		retired-client	DEPRECATE
D	fabushi/ios/Runner/RuntimeExports.txt		retired-client	DEPRECATE
D	fabushi/ios/RunnerTests/RunnerTests.swift		retired-client	DEPRECATE
D	fabushi/ios/ShareExtension/Info.plist		retired-client	DEPRECATE
D	fabushi/ios/ShareExtension/MainInterface.storyboard		retired-client	DEPRECATE
D	fabushi/ios/ShareExtension/ShareExtension.entitlements		retired-client	DEPRECATE
D	fabushi/ios/ShareExtension/ShareViewController.swift		retired-client	DEPRECATE
D	fabushi/ios/TensorFlowLiteSwift.podspec.json		retired-client	DEPRECATE
D	fabushi/ios/build_telegram_runtime.sh		retired-client	DEPRECATE
D	fabushi/lib/bootstrap/app_bootstrap.dart		retired-client	DEPRECATE
D	fabushi/lib/bootstrap/native_app.dart		retired-client	DEPRECATE
D	fabushi/lib/bootstrap/native_bootstrap.dart		retired-client	DEPRECATE
D	fabushi/lib/bootstrap/web_bootstrap.dart		retired-client	DEPRECATE
D	fabushi/lib/bootstrap/web_deferred_startup.dart		retired-client	DEPRECATE
D	fabushi/lib/bootstrap/web_full_app.dart		retired-client	DEPRECATE
D	fabushi/lib/bootstrap/web_instant_app.dart		retired-client	DEPRECATE
D	fabushi/lib/core/config/app_config.dart		retired-client	DEPRECATE
D	fabushi/lib/core/config/app_config_template.dart		retired-client	DEPRECATE
D	fabushi/lib/core/config/localization/app_localizations.dart		retired-client	DEPRECATE
D	fabushi/lib/core/constants/api_constants.dart		retired-client	DEPRECATE
D	fabushi/lib/core/constants/api_constants_template.dart		retired-client	DEPRECATE
D	fabushi/lib/core/constants/app_constants.dart		retired-client	DEPRECATE
D	fabushi/lib/core/constants/country_servers.dart		retired-client	DEPRECATE
D	fabushi/lib/core/constants/dharma_assets.dart		retired-client	DEPRECATE
D	fabushi/lib/core/constants/route_constants.dart		retired-client	DEPRECATE
D	fabushi/lib/core/design_system/app_theme.dart		retired-client	DEPRECATE
D	fabushi/lib/core/design_system/colors.dart		retired-client	DEPRECATE
D	fabushi/lib/core/di/injection.dart		retired-client	DEPRECATE
D	fabushi/lib/core/errors/exceptions.dart		retired-client	DEPRECATE
D	fabushi/lib/core/errors/failures.dart		retired-client	DEPRECATE
D	fabushi/lib/core/locations.dart		retired-client	DEPRECATE
D	fabushi/lib/core/network/api_client.dart		retired-client	DEPRECATE
D	fabushi/lib/core/startup/deferred_loader.dart		retired-client	DEPRECATE
D	fabushi/lib/core/startup/startup_optimizer.dart		retired-client	DEPRECATE
D	fabushi/lib/core/utils/auth_guard.dart		identity-auth	SOURCE_BETTER_REVIEW
D	fabushi/lib/core/utils/extensions/context_size_extensions.dart		retired-client	DEPRECATE
D	fabushi/lib/core/utils/helpers/date_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/core/utils/helpers/format_helper.dart		retired-client	DEPRECATE
D	fabushi/lib/core/utils/validators/input_validators.dart		retired-client	DEPRECATE
D	fabushi/lib/core/video_feed_di/video_feed_injector.dart		retired-client	DEPRECATE
D	fabushi/lib/database/search_database.dart		retired-client	DEPRECATE
D	fabushi/lib/database/search_database.g.dart		retired-client	DEPRECATE
D	fabushi/lib/database/search_database_stub.dart		retired-client	DEPRECATE
D	fabushi/lib/examples/search_example.dart		retired-client	DEPRECATE
D	fabushi/lib/examples/trajectory_integration_example.dart		retired-client	DEPRECATE
D	fabushi/lib/features/auth/application/auth_model.dart		identity-auth	SOURCE_BETTER_REVIEW
D	fabushi/lib/features/auth/auth_feature.dart		identity-auth	SOURCE_BETTER_REVIEW
D	fabushi/lib/features/auth/data/auth_service.dart		identity-auth	SOURCE_BETTER_REVIEW
D	fabushi/lib/features/auth/data/datasources/auth_remote_datasource.dart		identity-auth	SOURCE_BETTER_REVIEW
D	fabushi/lib/features/auth/data/models/user_model.dart		identity-auth	SOURCE_BETTER_REVIEW
D	fabushi/lib/features/auth/data/repositories/auth_repository_impl.dart		identity-auth	SOURCE_BETTER_REVIEW
D	fabushi/lib/features/auth/domain/entities/user.dart		identity-auth	SOURCE_BETTER_REVIEW
D	fabushi/lib/features/auth/domain/repositories/auth_repository.dart		identity-auth	SOURCE_BETTER_REVIEW
D	fabushi/lib/features/auth/domain/usecases/login_usecase.dart		identity-auth	SOURCE_BETTER_REVIEW
D	fabushi/lib/features/auth/presentation/screens/douyin_login_screen.dart		identity-auth	SOURCE_BETTER_REVIEW
D	fabushi/lib/features/dharma/domain/entities/sutra.dart		retired-client	DEPRECATE
D	fabushi/lib/features/flashcards/application/content_pipeline.dart		retired-client	DEPRECATE
D	fabushi/lib/features/flashcards/application/flashcard_service.dart		retired-client	DEPRECATE
D	fabushi/lib/features/flashcards/data/flashcard_repository.dart		retired-client	DEPRECATE
D	fabushi/lib/features/flashcards/domain/flashcard_models.dart		retired-client	DEPRECATE
D	fabushi/lib/features/flashcards/presentation/flashcard_study_screen.dart		retired-client	DEPRECATE
D	fabushi/lib/features/membership/data/membership_service.dart		retired-client	DEPRECATE
D	fabushi/lib/features/membership/domain/entities/membership.dart		retired-client	DEPRECATE
D	fabushi/lib/features/membership/membership_feature.dart		retired-client	DEPRECATE
D	fabushi/lib/features/membership/presentation/screens/membership_screen.dart		retired-client	DEPRECATE
D	fabushi/lib/features/profile/domain/entities/profile.dart		retired-client	DEPRECATE
D	fabushi/lib/features/profile/presentation/screens/profile_screen.dart		retired-client	DEPRECATE
D	fabushi/lib/features/profile/profile_feature.dart		retired-client	DEPRECATE
D	fabushi/lib/features/transfer/domain/entities/transfer.dart		retired-client	DEPRECATE
D	fabushi/lib/features/video_feed/data/models/response/video_response_model.dart		retired-client	DEPRECATE
D	fabushi/lib/features/video_feed/data/models/response/video_response_model.g.dart		retired-client	DEPRECATE
D	fabushi/lib/features/video_feed/data/repository_impl/video_feed_repository_impl.dart		retired-client	DEPRECATE
