mode	type	object	size	path	domain	decision	reason
100644	blob	c0ea0dde8c2198c59508173488420e59b315b9ef	2680	frontend/src/dev/dom-inspector.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	d5acaeb34b4c2cb056afb6c11dda9b372779f10d	301	frontend/src/env.d.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	ccb3e932cb9b017742c7d6a6ecb77c2faf5814d7	1652	frontend/src/main.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	e74a5820da0ac2a76cae5e1f8f21daed4176533e	4324	frontend/src/production/AgentDeleteConfirmation.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	0767d63e50df9865f4e8a3ed6666c3df18d6fde8	2011	frontend/src/production/AgentNameEditor.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	cfb53200425dd496846a986e1c16c28bfcfffaa8	6193	frontend/src/production/AgentRowActions.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	d28deb2f4d7749812272c787e210650d6ba88a8b	21668	frontend/src/production/CommandPalette.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	5abaf9c613e131c2d3f0396d215b18fb15a8befb	209945	frontend/src/production/ProductionRenderer.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	a902b71dd1752823cc6b8b7fad2b568caade77b3	323	frontend/src/production/agent-name-editor-model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	b429b1f01a1fa849c11004622191b2ae434bdd7c	3157	frontend/src/production/agent-row-actions-model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	63e272d027a0f1f6fb5ea308a2252f121bb46b19	1691	frontend/src/production/bootstrap.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	94a341a4dfd6fc999850d551430dff3083317eba	7225	frontend/src/production/command-palette-link-provider.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	888e5d683d941018856291197662033c44edc506	7329	frontend/src/production/command-palette-message-provider.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	da324cd2b271ed32173ee0452c1ae6747a8ba30d	12649	frontend/src/production/command-palette-model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	e96c3b5cec57fc141ec30fc46b0c475ea16aaf21	6301	frontend/src/production/command-palette-provider.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	de08d622484b60f3a793fd237571dde583ca106f	2642	frontend/src/production/command-palette-root-commands.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	9c1d24f19e5dfcb13462ab5feec1152505d2feff	7051	frontend/src/production/command-palette-search-provider.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	264116e83248f48d35a7482bdaaf665e4ffa7512	2449	frontend/src/production/command-palette-update-command.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	f120b9f600861560409d9a9cac6487cb5ec79e63	8530	frontend/src/production/coordinator-client.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	b38c8e60a89236b15909b21220e842d8867ce2fc	9038	frontend/src/production/evidence.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	02910ea0377b4782620e0154bb45405df479e3ba	2783	frontend/src/production/group-members-root.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	4bfbc19e23c8b4b4eacd049d38ab47e021d732cf	2188	frontend/src/production/local-tool-permission-scope.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	39827b29b083467afbabec46cd139fcd760d04ca	26262	frontend/src/production/model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	6637402a80585385f33d3f4c8947fd5716618854	13840	frontend/src/production/production.css	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	b3b72b1d0abc570833ac5d6fa2f1197073a0e38a	4370	frontend/src/production/reaction-root.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	470eb11f3d7f22b959008755e639a96a7f71aba0	465	frontend/src/production/runtime-assets.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	06b5960030a886714aa7ae57284728dcbaf4b9c8	1372	frontend/src/production/settings-notice-controller.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	d925c699091706a0e65624f67c1cc5db6211292e	1651	frontend/src/production/sidebar-model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	2390a247c3df88473d758e8fbbdad697e034e526	812	frontend/src/production/strict-mode-disposal.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	5e353cb5c173ecff46320b4c345123daaf835d51	748	frontend/src/recovered/catalog.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	4a71f3a3a95ee62fdd8e30e4fd6dd3ceeece5402	18305	frontend/src/recovered/contracts/desktop-bridge.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	c5a08d31278f5ccd2354ef417c9f6511f49fab01	6400	frontend/src/recovered/contracts/main-rpc.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	d14e9fe26623b44af3589ac61ef9d35341467c65	1860	frontend/src/recovered/contracts/rpc-edge.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	654729732c689175f3a65956af50f16a7b49ffd4	1870	frontend/src/recovered/contracts/surface-notice.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	b92b5a69b7e43acbf9dfba4f505ca976dc51e98c	3479	frontend/src/recovered/features/about/overlay/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	31569a3b1c493151f13abf2330c1c732c1c1c6d1	2211	frontend/src/recovered/features/access/cover/composition.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	71a5ee313a6ad236952451ce7a8a854373ff4740	5758	frontend/src/recovered/features/access/cover/computer-rebuild-box-store.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	8d869d07849783966f859c3162bfa2e16ee1ecef	7273	frontend/src/recovered/features/access/cover/computer-rebuild-migration-store.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	203f6a835fb908e6aff9e2c39ab4200efadb1004	13374	frontend/src/recovered/features/access/cover/computer-rebuild-model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	2622baee96cccc4f71ec3e42068da6ecabeb3eae	4257	frontend/src/recovered/features/access/cover/computer-rebuild-transport-store.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	ecd055a1db69abb62bba27646f3529c3c42258c3	1559	frontend/src/recovered/features/access/cover/first-box-gate.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	f4240aac2041105ba2988e976e7370b33b6fe332	5783	frontend/src/recovered/features/access/cover/model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	807f814b83fe7b5973c9ad5eda4b00f9f5087066	1903	frontend/src/recovered/features/access/cover/rebuild-signal.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	3db97f247e96e2d480a4b664c0dc35528eb4500f	13093	frontend/src/recovered/features/access/cover/roster-snapshot-store.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	25389c58e8e6243c62fbda4c003900265dd6318b	1349	frontend/src/recovered/features/access/cover/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	ffece3d9bfbac9425b1aae46989847a5194e65d5	13383	frontend/src/recovered/features/account/session/menu.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	27baf91b25ff168f06220d673f94f2b1120e24cd	2024	frontend/src/recovered/features/account/session/sign-in-status.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	adac949f01e36ade242c9118089305f70309bce5	1915	frontend/src/recovered/features/account/session/sign-out.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	66790cf0d4ce09ca9d5ebf037b432ebfc4b5c97d	2492	frontend/src/recovered/features/agent-info/async-tasks/clock.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	825416ba87d573e9a10116ba6fbc07ffd537ffc8	10510	frontend/src/recovered/features/agent-info/async-tasks/provider.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	f6403a06f44725bf320a01166a2b8e5253f7dab5	5829	frontend/src/recovered/features/agent-info/async-tasks/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	6beb45368c7dc61bfdb7ffab3817d87c67e3552d	11836	frontend/src/recovered/features/agent-info/avatar-editor/controller.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	1eece78b81f00fd4c375ad5fd62f436ba5afbb29	7713	frontend/src/recovered/features/agent-info/avatar-editor/model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	9b82de018f0d6779b2379874e394968b47d4edbf	5176	frontend/src/recovered/features/agent-info/avatar-editor/production-adapter.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	502caace3bdad7e69093faf3e50fcedb233cb545	12109	frontend/src/recovered/features/agent-info/avatar-editor/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	26b1e5c7aa40e7a171f1b89354a3bddf8cc72d33	11923	frontend/src/recovered/features/agent-info/channels/model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	2c96af5794d756d69878953538f9154fcc021e21	2799	frontend/src/recovered/features/agent-info/channels/view.css	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	16bb4ca2324bdc4bec42987affe99c33869daf53	8662	frontend/src/recovered/features/agent-info/channels/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	477109681dc32868f8d9e8b1885b10d495827f46	3695	frontend/src/recovered/features/agent-info/group-members/bridge.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	79345565935be9b5c703dd335479f77ce7218df8	10113	frontend/src/recovered/features/agent-info/group-members/model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	e94ff60e860cd758697376016bd184f2e9491b8d	2871	frontend/src/recovered/features/agent-info/group-members/route.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	fd5517e3f08ec4091f59071520525f6516b46815	762	frontend/src/recovered/features/agent-info/group-members/view.css	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	8f2416ffdc140869ec1ab8d6645ee745b79e3d04	6528	frontend/src/recovered/features/agent-info/group-members/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	5d641cd3c8da63aab780e9bf1b56dae71a59ede4	7494	frontend/src/recovered/features/agent-info/settings/model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	42dba2c3eb9e5ef3a1ad37434307b64cd69e1a88	1510	frontend/src/recovered/features/agent-info/settings/view.css	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	c1cb6bb94d6d0557ed6f6d8a653e04b8f5771b64	4822	frontend/src/recovered/features/agent-info/settings/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	52edbb578345d0f93b0e1fba887979b7d5f58314	3498	frontend/src/recovered/features/agent-info/shared-room/bridge.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	e0ccc2adf36551e7fbb8429476720748a0b9b9ca	10871	frontend/src/recovered/features/agent-info/shared-room/controller.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	5e386edc7f617120ebd9b6a87278ab3fdb05a44f	8131	frontend/src/recovered/features/agent-info/shared-room/model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	f04f952fe7a5cd709718ab755b3ddf14f4604118	1900	frontend/src/recovered/features/agent-info/shared-room/trigger.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	bde641c308eef58b70f9b745da16cf301cb68f64	7369	frontend/src/recovered/features/agent-info/shared-room/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	1cbd18feb408b51589b271e5044f63ac9e9e879f	12539	frontend/src/recovered/features/automations/routines/controller.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	513292fe9ddc971f73352adea5d139af66dba24b	3659	frontend/src/recovered/features/automations/routines/run-history-clock.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	dd9a99fcceddd36400b1fbf02149601bf087c6df	8586	frontend/src/recovered/features/automations/routines/run-history-provider.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	a9a89625119670526c5bb917e6bd23249974a8ef	5330	frontend/src/recovered/features/automations/routines/run-history.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	a418a750ea143fcbfc200e85e7bd7f7adf58de01	8603	frontend/src/recovered/features/automations/routines/schedule-editor.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	217da00e31009564b9b51c6bbb2615f48920d701	13583	frontend/src/recovered/features/automations/routines/schedule.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	4a85d3604cceb81b48d5ada26a1903cf02decfd0	15258	frontend/src/recovered/features/automations/routines/trigger-draft-controller.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	a4a776cb4e7b74bcf53e8955c7aa6c4e58947b80	26016	frontend/src/recovered/features/automations/routines/trigger-schema.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	62f2b907c7aea58bc206f983d96dca307c689340	1049	frontend/src/recovered/features/automations/routines/view.css	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	2db869d92eb380488cf5687ea8260734bc56f1ee	16216	frontend/src/recovered/features/automations/routines/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	d8f739e4f7f22d85df6815bd86a5af86ad2b9321	387	frontend/src/recovered/features/computer/overlay/entrypoint.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	e83c5e37a282d06855a11c78e39c9327905a807f	328	frontend/src/recovered/features/computer/overlay/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	5a37d6f96f27fd4166ef066bd9ac068ab8bceed3	10226	frontend/src/recovered/features/computer/rebuild/banner.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	52887c16f3ca4b01871bf991b460be7873f25e36	12215	frontend/src/recovered/features/computer/shell/controller.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	c0c9d539050bfadded4d58e78eb771cdbab621a4	124084	frontend/src/recovered/features/computer/shell/cursor-icons-16-f_W_ogc-.woff2	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	922ba003ee4f2fce6ac993fc8acc3e1e237e3275	10960	frontend/src/recovered/features/computer/shell/model.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	e57c92249587250d310ab0c26ba187d77f47d41b	16374	frontend/src/recovered/features/computer/shell/status-store.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	f2e712895fd5901d1d22c38d96754f7ea640de8c	63715	frontend/src/recovered/features/computer/shell/view.css	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	897cda83d3702811a3c6b2962b9c9f985ac54dfd	45448	frontend/src/recovered/features/computer/shell/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	bdb077ea73e051afc67b80b18edbe6f86d70a885	8679	frontend/src/recovered/features/computer/shell/vnc-webview.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	0af5ede61f466d9cb0af5f2bb3f19d3a66ef3a60	4567	frontend/src/recovered/features/computer/teach-recording/composition.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	c85713e4e0ecab7748d5977832a946d8b4d70b86	4239	frontend/src/recovered/features/computer/teach-recording/primitives.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	13268c6f504eae64c3138cdf1d6a6e941c3184bb	9891	frontend/src/recovered/features/computer/teach-recording/store.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	71e1e24ce8d62a86ea9f96e9593d6f0f131f1551	12195	frontend/src/recovered/features/computer/teach-recording/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	b64bcebfd99222f06f708516246e69e0ef86211a	8860	frontend/src/recovered/features/computer/update/confirmation.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	54c658b89a22dd494283a76bf2e3030082eb6164	831	frontend/src/recovered/features/conversation/cards/notice/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	000d12b1e9b8696b7a1968599ae4b23eaf93ec91	2754	frontend/src/recovered/features/conversation/cards/permission-request/view.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	17e3c6100ce53c39c2953e83fd1375dd8d4c5e23	2824	frontend/src/recovered/features/conversation/cards/timeline-event-automation.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	f8f628a21997e82118f11d658c4f73bd372b4191	4531	frontend/src/recovered/features/conversation/cards/timeline-event-registry.ts	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	b71c330e31b87e2ab35708eb7723d8c103525a80	4232	frontend/src/recovered/features/conversation/cards/timeline-event-resolver.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
100644	blob	6388dbdea3d2768a3f2dbc3292825a1ee1252545	4240	frontend/src/recovered/features/conversation/cards/timeline-event.tsx	renderer-reconstruction	CLEAN_ROOM_SPEC	behavior/API reference only; independently implement in Fabushi-owned boundaries
